product_id,current_price,demand,season,season_num,competitor_price,category,category_num,discount,sales_volume
P01927,576.0,292.0,spring,2,551.0,clothing,1,8.0,97
P01928,756.0,229.0,spring,2,196.0,accessories,2,27.0,32
P01929,725.0,237.0,winter,1,814.0,accessories,2,10.0,73
P01930,351.0,260.0,summer,0,899.0,accessories,2,3.0,188
P01931,932.0,219.0,winter,1,574.0,clothing,1,8.0,19
P01932,404.0,235.0,fall,3,666.0,clothing,1,5.0,152
P01933,653.0,224.0,fall,3,786.0,clothing,1,0.0,82
P01934,471.0,235.0,winter,1,477.0,electronics,0,29.0,111
P01935,434.0,99.0,fall,3,236.0,clothing,1,26.0,23
P01936,938.0,286.0,winter,1,664.0,accessories,2,2.0,17
P01937,719.0,54.0,spring,2,314.0,clothing,1,6.0,8
P01938,876.0,37.0,spring,2,372.0,electronics,0,8.0,9
P01939,924.0,184.0,fall,3,446.0,accessories,2,7.0,11
P01940,699.0,32.0,summer,0,600.0,home,3,27.0,5
P01941,315.0,221.0,spring,2,492.0,clothing,1,20.0,169
P01942,584.0,248.0,fall,3,490.0,clothing,1,27.0,86
P01943,542.0,20.0,summer,0,610.0,home,3,12.0,4
P01944,782.0,236.0,fall,3,541.0,accessories,2,23.0,47
P01945,593.0,53.0,winter,1,686.0,clothing,1,17.0,24
P01946,262.0,285.0,fall,3,700.0,electronics,0,18.0,247
P01947,915.0,147.0,winter,1,570.0,accessories,2,23.0,11
P01948,919.0,231.0,spring,2,530.0,clothing,1,8.0,20
P01949,270.0,282.0,spring,2,766.0,accessories,2,25.0,248
P01950,987.0,99.0,fall,3,154.0,clothing,1,23.0,2
P01951,472.0,184.0,summer,0,797.0,home,3,19.0,123
P01952,518.0,271.0,fall,3,153.0,clothing,1,28.0,58
P01953,536.0,31.0,fall,3,830.0,accessories,2,5.0,13
P01954,564.0,231.0,spring,2,465.0,clothing,1,26.0,67
P01955,693.0,131.0,spring,2,227.0,clothing,1,20.0,23
P01956,805.0,230.0,fall,3,680.0,accessories,2,11.0,45
P01957,364.0,258.0,spring,2,866.0,clothing,1,30.0,202
P01958,742.0,287.0,winter,1,504.0,clothing,1,3.0,40
P01959,209.0,77.0,fall,3,182.0,accessories,2,8.0,40
P01960,499.0,53.0,spring,2,811.0,home,3,9.0,28
P01961,927.0,282.0,fall,3,854.0,electronics,0,2.0,41
P01962,999.0,54.0,spring,2,288.0,electronics,0,16.0,3
P01963,300.0,290.0,winter,1,421.0,electronics,0,28.0,212
P01964,623.0,246.0,winter,1,345.0,electronics,0,6.0,36
P01965,590.0,44.0,fall,3,276.0,electronics,0,25.0,9
P01966,977.0,253.0,winter,1,498.0,electronics,0,7.0,6
P01967,412.0,78.0,winter,1,892.0,accessories,2,10.0,61
P01968,889.0,270.0,spring,2,193.0,accessories,2,12.0,31
P01969,286.0,105.0,fall,3,891.0,accessories,2,2.0,76
P01970,751.0,270.0,spring,2,877.0,clothing,1,18.0,77
P01971,599.0,199.0,spring,2,393.0,home,3,13.0,41
P01972,786.0,226.0,summer,0,158.0,home,3,21.0,28
P01973,244.0,168.0,winter,1,911.0,electronics,0,15.0,144
P01974,870.0,90.0,spring,2,861.0,electronics,0,14.0,18
P01975,661.0,140.0,spring,2,228.0,accessories,2,1.0,14
P01976,790.0,272.0,spring,2,906.0,home,3,5.0,76
P01977,508.0,112.0,winter,1,339.0,clothing,1,20.0,26
P01978,284.0,275.0,winter,1,235.0,clothing,1,29.0,127
P01979,290.0,273.0,winter,1,634.0,accessories,2,6.0,202
P01980,858.0,78.0,fall,3,420.0,electronics,0,30.0,11
P01981,871.0,88.0,spring,2,923.0,home,3,8.0,20
P01982,912.0,105.0,winter,1,662.0,clothing,1,8.0,10
P01983,440.0,293.0,spring,2,169.0,electronics,0,16.0,72
P01984,200.0,246.0,fall,3,638.0,home,3,22.0,233
P01985,423.0,100.0,summer,0,279.0,clothing,1,2.0,23
P01986,999.0,133.0,fall,3,919.0,electronics,0,3.0,6
P01987,943.0,203.0,winter,1,792.0,clothing,1,1.0,17
P01988,787.0,299.0,winter,1,156.0,electronics,0,0.0,31
P01989,314.0,73.0,fall,3,902.0,electronics,0,9.0,55
P01990,864.0,216.0,spring,2,853.0,electronics,0,29.0,50
P01991,301.0,199.0,winter,1,459.0,home,3,2.0,137
P01992,392.0,241.0,winter,1,776.0,accessories,2,9.0,168
P01993,364.0,293.0,fall,3,622.0,electronics,0,8.0,203
P01994,288.0,263.0,spring,2,251.0,electronics,0,16.0,119
P01995,884.0,173.0,fall,3,487.0,clothing,1,14.0,19
P01996,320.0,292.0,fall,3,468.0,clothing,1,2.0,191
P01997,341.0,154.0,spring,2,662.0,home,3,26.0,126
P01998,304.0,27.0,spring,2,174.0,accessories,2,20.0,12
P01999,626.0,147.0,summer,0,870.0,clothing,1,2.0,60
P02000,503.0,75.0,fall,3,579.0,home,3,3.0,23
P02001,515.0,145.0,spring,2,292.0,home,3,3.0,25
P02002,833.0,178.0,winter,1,858.0,home,3,16.0,44
P02003,207.0,78.0,summer,0,806.0,electronics,0,5.0,63
P02004,972.0,77.0,fall,3,298.0,accessories,2,10.0,2
P02005,271.0,159.0,spring,2,842.0,accessories,2,11.0,130
P02006,557.0,195.0,summer,0,204.0,accessories,2,22.0,44
P02007,421.0,127.0,summer,0,620.0,electronics,0,27.0,85
P02008,614.0,230.0,winter,1,512.0,electronics,0,6.0,70
P02009,751.0,93.0,summer,0,799.0,clothing,1,12.0,28
P02010,568.0,186.0,fall,3,358.0,clothing,1,5.0,35
P02011,914.0,252.0,spring,2,334.0,clothing,1,22.0,21
P02012,462.0,201.0,summer,0,214.0,home,3,29.0,39
P02013,888.0,141.0,summer,0,698.0,accessories,2,2.0,19
P02014,516.0,222.0,fall,3,261.0,electronics,0,20.0,47
P02015,282.0,48.0,winter,1,412.0,clothing,1,13.0,38
P02016,516.0,221.0,winter,1,225.0,home,3,13.0,46
P02017,309.0,112.0,spring,2,445.0,electronics,0,22.0,82
P02018,449.0,195.0,fall,3,327.0,home,3,9.0,59
P02019,581.0,230.0,winter,1,915.0,home,3,4.0,109
P02020,205.0,203.0,spring,2,150.0,home,3,29.0,86
P02021,657.0,114.0,spring,2,297.0,accessories,2,25.0,26
P02022,282.0,292.0,winter,1,820.0,electronics,0,1.0,222
P02023,406.0,156.0,fall,3,929.0,electronics,0,5.0,104
P02024,588.0,256.0,summer,0,811.0,home,3,22.0,119
P02025,512.0,284.0,winter,1,278.0,accessories,2,10.0,50
P02026,220.0,154.0,summer,0,787.0,home,3,17.0,146
P02027,608.0,163.0,summer,0,662.0,clothing,1,25.0,81
P02028,713.0,38.0,fall,3,778.0,electronics,0,23.0,13
P02029,325.0,250.0,fall,3,651.0,electronics,0,20.0,199
P02030,898.0,153.0,spring,2,298.0,accessories,2,10.0,22
P02031,212.0,133.0,fall,3,418.0,electronics,0,23.0,125
P02032,210.0,158.0,spring,2,850.0,electronics,0,14.0,136
P02033,285.0,144.0,winter,1,802.0,electronics,0,2.0,107
P02034,722.0,223.0,summer,0,254.0,accessories,2,1.0,34
P02035,735.0,80.0,fall,3,615.0,home,3,6.0,19
P02036,499.0,269.0,winter,1,913.0,electronics,0,4.0,161
P02037,441.0,32.0,spring,2,430.0,home,3,20.0,18
P02038,320.0,274.0,fall,3,556.0,accessories,2,12.0,196
P02039,345.0,104.0,summer,0,762.0,home,3,7.0,73
P02040,765.0,39.0,winter,1,943.0,clothing,1,28.0,8
P02041,948.0,69.0,fall,3,507.0,electronics,0,8.0,6
P02042,554.0,183.0,fall,3,824.0,accessories,2,30.0,100
P02043,883.0,111.0,winter,1,352.0,accessories,2,29.0,9
P02044,931.0,107.0,spring,2,761.0,home,3,7.0,11
P02045,829.0,88.0,spring,2,430.0,electronics,0,9.0,13
P02046,507.0,56.0,fall,3,406.0,accessories,2,1.0,15
P02047,893.0,272.0,spring,2,243.0,clothing,1,9.0,21
P02048,486.0,271.0,spring,2,473.0,home,3,10.0,103
P02049,505.0,159.0,winter,1,940.0,clothing,1,22.0,95
P02050,792.0,187.0,spring,2,888.0,clothing,1,10.0,55
P02051,921.0,73.0,spring,2,511.0,home,3,4.0,2
P02052,860.0,197.0,winter,1,811.0,clothing,1,13.0,46
P02053,747.0,125.0,fall,3,500.0,home,3,22.0,21
P02054,550.0,156.0,fall,3,211.0,home,3,2.0,24
P02055,510.0,209.0,winter,1,790.0,accessories,2,19.0,116
P02056,257.0,147.0,summer,0,336.0,accessories,2,22.0,95
P02057,841.0,66.0,winter,1,729.0,clothing,1,1.0,9
P02058,912.0,24.0,summer,0,691.0,clothing,1,17.0,13
P02059,953.0,276.0,spring,2,453.0,clothing,1,0.0,27
P02060,233.0,169.0,fall,3,936.0,clothing,1,0.0,144
P02061,643.0,262.0,summer,0,788.0,clothing,1,27.0,112
P02062,291.0,294.0,summer,0,585.0,accessories,2,16.0,240
P02063,405.0,227.0,spring,2,362.0,clothing,1,5.0,91
P02064,551.0,134.0,fall,3,555.0,clothing,1,12.0,54
P02065,530.0,214.0,spring,2,283.0,electronics,0,20.0,44
P02066,923.0,189.0,fall,3,368.0,home,3,30.0,13
P02067,357.0,101.0,fall,3,570.0,home,3,25.0,73
P02068,222.0,173.0,spring,2,468.0,accessories,2,23.0,150
P02069,602.0,160.0,summer,0,306.0,home,3,20.0,32
P02070,714.0,165.0,winter,1,337.0,clothing,1,0.0,18
P02071,930.0,141.0,fall,3,625.0,home,3,27.0,15
P02072,562.0,271.0,fall,3,311.0,accessories,2,23.0,48
P02073,580.0,108.0,winter,1,278.0,home,3,5.0,18
P02074,730.0,77.0,winter,1,453.0,home,3,7.0,12
P02075,350.0,82.0,spring,2,238.0,electronics,0,12.0,21
P02076,760.0,299.0,fall,3,311.0,electronics,0,1.0,40
P02077,887.0,91.0,spring,2,185.0,clothing,1,25.0,11
P02078,806.0,28.0,winter,1,376.0,home,3,7.0,1
P02079,815.0,113.0,spring,2,300.0,clothing,1,21.0,10
P02080,618.0,171.0,fall,3,742.0,home,3,0.0,61
P02081,448.0,59.0,summer,0,196.0,clothing,1,12.0,9
P02082,315.0,81.0,summer,0,865.0,clothing,1,0.0,70
P02083,710.0,273.0,fall,3,809.0,home,3,9.0,84
P02084,938.0,88.0,spring,2,380.0,electronics,0,27.0,13
P02085,776.0,264.0,winter,1,688.0,accessories,2,4.0,56
P02086,533.0,189.0,winter,1,850.0,clothing,1,22.0,105
P02087,616.0,197.0,summer,0,314.0,accessories,2,19.0,36
P02088,972.0,208.0,spring,2,873.0,home,3,29.0,28
P02089,493.0,279.0,winter,1,736.0,clothing,1,12.0,146
P02090,953.0,91.0,winter,1,753.0,home,3,25.0,10
P02091,569.0,36.0,fall,3,723.0,clothing,1,4.0,16
P02092,384.0,76.0,spring,2,215.0,electronics,0,9.0,16
P02093,444.0,237.0,spring,2,229.0,clothing,1,2.0,40
P02094,835.0,126.0,winter,1,289.0,clothing,1,1.0,11
P02095,466.0,192.0,spring,2,549.0,clothing,1,1.0,99
P02096,841.0,238.0,spring,2,279.0,home,3,29.0,30
P02097,435.0,266.0,spring,2,915.0,electronics,0,4.0,168
P02098,728.0,237.0,fall,3,595.0,home,3,3.0,53
P02099,750.0,50.0,winter,1,178.0,accessories,2,1.0,1
P02100,219.0,66.0,summer,0,351.0,electronics,0,20.0,56
P02101,935.0,153.0,spring,2,386.0,clothing,1,25.0,14
P02102,992.0,127.0,winter,1,748.0,clothing,1,8.0,8
P02103,718.0,91.0,summer,0,757.0,clothing,1,23.0,34
P02104,298.0,127.0,fall,3,948.0,accessories,2,8.0,103
P02105,950.0,291.0,winter,1,488.0,accessories,2,8.0,17
P02106,676.0,190.0,fall,3,548.0,clothing,1,23.0,46
P02107,797.0,135.0,winter,1,588.0,clothing,1,24.0,18
P02108,496.0,93.0,fall,3,438.0,accessories,2,3.0,29
P02109,724.0,275.0,winter,1,401.0,home,3,7.0,41
P02110,532.0,100.0,fall,3,841.0,electronics,0,29.0,58
P02111,200.0,287.0,summer,0,249.0,electronics,0,17.0,212
P02112,573.0,147.0,winter,1,734.0,accessories,2,8.0,57
P02113,491.0,254.0,summer,0,571.0,accessories,2,28.0,131
P02114,751.0,60.0,spring,2,792.0,home,3,24.0,22
P02115,516.0,200.0,summer,0,843.0,clothing,1,26.0,120
P02116,700.0,176.0,winter,1,855.0,accessories,2,2.0,52
P02117,579.0,78.0,summer,0,167.0,home,3,5.0,9
P02118,821.0,268.0,winter,1,620.0,accessories,2,27.0,48
P02119,212.0,211.0,fall,3,787.0,clothing,1,22.0,190
P02120,702.0,43.0,spring,2,872.0,accessories,2,18.0,12
P02121,429.0,99.0,summer,0,156.0,clothing,1,4.0,20
P02122,282.0,153.0,spring,2,568.0,home,3,16.0,125
P02123,328.0,232.0,summer,0,529.0,electronics,0,26.0,181
P02124,941.0,185.0,winter,1,657.0,home,3,18.0,8
P02125,343.0,90.0,summer,0,263.0,electronics,0,27.0,37
P02126,226.0,233.0,spring,2,660.0,home,3,23.0,218
P02127,264.0,84.0,summer,0,745.0,electronics,0,2.0,71
P02128,361.0,240.0,spring,2,763.0,home,3,7.0,185
P02129,427.0,204.0,spring,2,618.0,clothing,1,8.0,117
P02130,459.0,226.0,winter,1,242.0,electronics,0,21.0,56
P02131,647.0,118.0,fall,3,641.0,electronics,0,22.0,39
P02132,622.0,261.0,fall,3,251.0,clothing,1,21.0,44
P02133,658.0,177.0,summer,0,642.0,clothing,1,7.0,43
P02134,874.0,117.0,spring,2,912.0,electronics,0,13.0,21
P02135,499.0,61.0,winter,1,685.0,electronics,0,22.0,39
P02136,501.0,158.0,fall,3,634.0,electronics,0,9.0,69
P02137,485.0,246.0,winter,1,628.0,accessories,2,16.0,140
P02138,593.0,91.0,winter,1,316.0,home,3,2.0,18
P02139,208.0,262.0,spring,2,289.0,clothing,1,2.0,181
P02140,905.0,37.0,summer,0,243.0,clothing,1,30.0,5
P02141,828.0,96.0,spring,2,330.0,home,3,2.0,13
P02142,468.0,64.0,fall,3,725.0,clothing,1,3.0,33
P02143,790.0,159.0,fall,3,153.0,clothing,1,28.0,18
P02144,803.0,196.0,winter,1,755.0,electronics,0,16.0,54
P02145,976.0,241.0,spring,2,538.0,clothing,1,13.0,14
P02146,559.0,111.0,spring,2,421.0,accessories,2,26.0,29
P02147,455.0,41.0,winter,1,944.0,accessories,2,30.0,36
P02148,331.0,191.0,summer,0,281.0,electronics,0,1.0,76
P02149,474.0,111.0,winter,1,733.0,electronics,0,11.0,68
P02150,974.0,211.0,winter,1,742.0,clothing,1,4.0,16
P02151,881.0,96.0,fall,3,661.0,electronics,0,26.0,9
P02152,711.0,300.0,spring,2,835.0,electronics,0,21.0,105
P02153,511.0,198.0,fall,3,201.0,home,3,24.0,38
P02154,774.0,257.0,winter,1,439.0,electronics,0,1.0,33
P02155,482.0,154.0,spring,2,595.0,accessories,2,29.0,79
P02156,319.0,299.0,winter,1,386.0,clothing,1,11.0,183
P02157,305.0,38.0,winter,1,938.0,electronics,0,8.0,36
P02158,885.0,102.0,summer,0,640.0,home,3,22.0,2
P02159,402.0,247.0,fall,3,429.0,clothing,1,8.0,119
P02160,363.0,284.0,fall,3,193.0,clothing,1,19.0,63
P02161,503.0,131.0,winter,1,915.0,clothing,1,22.0,80
P02162,695.0,270.0,summer,0,508.0,home,3,0.0,50
P02163,830.0,183.0,winter,1,795.0,accessories,2,23.0,38
P02164,754.0,187.0,winter,1,717.0,home,3,6.0,35
P02165,354.0,240.0,winter,1,675.0,home,3,22.0,189
P02166,565.0,210.0,summer,0,839.0,clothing,1,17.0,99
P02167,917.0,189.0,spring,2,611.0,home,3,9.0,20
P02168,818.0,64.0,summer,0,250.0,clothing,1,14.0,4
P02169,449.0,33.0,winter,1,841.0,electronics,0,8.0,17
P02170,532.0,250.0,spring,2,610.0,electronics,0,10.0,110
P02171,840.0,176.0,winter,1,918.0,home,3,23.0,48
P02172,709.0,153.0,summer,0,417.0,accessories,2,0.0,31
P02173,491.0,56.0,summer,0,511.0,clothing,1,10.0,22
P02174,218.0,72.0,spring,2,557.0,home,3,0.0,52
P02175,480.0,37.0,summer,0,186.0,home,3,29.0,10
P02176,995.0,57.0,winter,1,617.0,accessories,2,4.0,1
P02177,199.0,206.0,spring,2,865.0,clothing,1,17.0,190
P02178,317.0,215.0,fall,3,408.0,home,3,0.0,131
P02179,233.0,262.0,winter,1,658.0,accessories,2,9.0,227
P02180,396.0,54.0,fall,3,816.0,clothing,1,27.0,46
P02181,683.0,234.0,spring,2,899.0,electronics,0,12.0,89
P02182,955.0,238.0,spring,2,458.0,accessories,2,26.0,18
P02183,257.0,109.0,winter,1,761.0,home,3,7.0,84
P02184,359.0,271.0,summer,0,422.0,electronics,0,27.0,161
P02185,889.0,27.0,winter,1,774.0,clothing,1,12.0,4
P02186,404.0,275.0,summer,0,259.0,accessories,2,19.0,61
P02187,210.0,227.0,summer,0,804.0,electronics,0,1.0,187
P02188,688.0,150.0,winter,1,828.0,electronics,0,29.0,55
P02189,474.0,243.0,spring,2,409.0,home,3,20.0,94
P02190,891.0,216.0,winter,1,806.0,electronics,0,11.0,35
P02191,440.0,161.0,fall,3,891.0,home,3,26.0,120
P02192,414.0,271.0,spring,2,417.0,clothing,1,28.0,134
P02193,449.0,115.0,summer,0,181.0,home,3,12.0,20
P02194,324.0,45.0,spring,2,880.0,accessories,2,27.0,40
P02195,415.0,130.0,winter,1,326.0,electronics,0,21.0,45
P02196,504.0,142.0,spring,2,253.0,clothing,1,7.0,27
P02197,995.0,205.0,summer,0,385.0,home,3,14.0,10
P02198,383.0,187.0,summer,0,242.0,home,3,30.0,49
P02199,237.0,70.0,spring,2,350.0,home,3,6.0,50
P02200,421.0,24.0,fall,3,892.0,clothing,1,6.0,19
P02201,382.0,96.0,summer,0,916.0,clothing,1,16.0,74
P02202,693.0,179.0,fall,3,746.0,accessories,2,18.0,57
P02203,625.0,227.0,summer,0,184.0,clothing,1,2.0,47
P02204,376.0,276.0,spring,2,266.0,home,3,6.0,73
P02205,626.0,224.0,summer,0,837.0,clothing,1,11.0,94
P02206,492.0,274.0,fall,3,607.0,home,3,13.0,128
P02207,349.0,30.0,fall,3,620.0,accessories,2,1.0,20
P02208,582.0,27.0,spring,2,937.0,accessories,2,25.0,13
P02209,836.0,51.0,fall,3,548.0,home,3,6.0,5
P02210,506.0,47.0,fall,3,746.0,clothing,1,15.0,31
P02211,534.0,225.0,spring,2,266.0,clothing,1,8.0,52
P02212,944.0,247.0,summer,0,511.0,electronics,0,0.0,23
P02213,573.0,147.0,spring,2,353.0,accessories,2,11.0,26
P02214,206.0,274.0,summer,0,295.0,accessories,2,29.0,227
P02215,539.0,231.0,summer,0,593.0,home,3,1.0,101
P02216,327.0,258.0,summer,0,876.0,electronics,0,26.0,207
P02217,974.0,226.0,winter,1,766.0,clothing,1,21.0,27
P02218,867.0,264.0,summer,0,446.0,home,3,17.0,22
P02219,550.0,64.0,spring,2,730.0,clothing,1,13.0,36
P02220,556.0,124.0,spring,2,636.0,clothing,1,11.0,52
P02221,715.0,300.0,spring,2,916.0,clothing,1,17.0,103
P02222,693.0,253.0,winter,1,380.0,electronics,0,4.0,33
P02223,284.0,208.0,fall,3,352.0,accessories,2,6.0,128
P02224,373.0,63.0,winter,1,511.0,accessories,2,3.0,42
P02225,391.0,244.0,spring,2,544.0,clothing,1,12.0,156
P02226,509.0,161.0,spring,2,397.0,electronics,0,15.0,46
P02227,317.0,155.0,fall,3,589.0,clothing,1,21.0,118
P02228,416.0,195.0,winter,1,545.0,clothing,1,27.0,129
P02229,625.0,161.0,spring,2,910.0,home,3,15.0,77
P02230,612.0,99.0,summer,0,805.0,electronics,0,18.0,40
P02231,312.0,101.0,summer,0,944.0,electronics,0,3.0,78
P02232,343.0,154.0,spring,2,505.0,accessories,2,19.0,104
P02233,736.0,226.0,summer,0,550.0,accessories,2,30.0,38
P02234,846.0,196.0,fall,3,390.0,clothing,1,19.0,20
P02235,501.0,262.0,spring,2,490.0,home,3,27.0,106
P02236,942.0,74.0,winter,1,378.0,home,3,0.0,3
P02237,786.0,160.0,spring,2,692.0,home,3,12.0,32
P02238,543.0,75.0,fall,3,770.0,clothing,1,19.0,36
P02239,999.0,34.0,winter,1,688.0,accessories,2,19.0,7
P02240,199.0,204.0,fall,3,821.0,electronics,0,21.0,190
P02241,345.0,107.0,summer,0,678.0,clothing,1,8.0,76
P02242,485.0,116.0,summer,0,416.0,home,3,9.0,42
P02243,852.0,163.0,summer,0,278.0,home,3,5.0,23
P02244,251.0,27.0,fall,3,369.0,clothing,1,21.0,17
P02245,502.0,234.0,fall,3,231.0,home,3,6.0,40
P02246,267.0,192.0,spring,2,710.0,electronics,0,22.0,160
P02247,559.0,242.0,winter,1,702.0,clothing,1,15.0,113
P02248,800.0,59.0,winter,1,169.0,electronics,0,16.0,15
P02249,418.0,201.0,fall,3,476.0,accessories,2,23.0,113
P02250,902.0,289.0,fall,3,186.0,home,3,0.0,30
P02251,773.0,206.0,summer,0,531.0,home,3,30.0,20
P02252,783.0,264.0,fall,3,188.0,accessories,2,8.0,28
P02253,359.0,250.0,summer,0,258.0,accessories,2,29.0,76
P02254,879.0,174.0,fall,3,578.0,accessories,2,13.0,19
P02255,287.0,194.0,winter,1,213.0,home,3,14.0,68
P02256,886.0,134.0,spring,2,324.0,accessories,2,3.0,1
P02257,979.0,37.0,fall,3,940.0,clothing,1,24.0,9
P02258,783.0,291.0,summer,0,181.0,accessories,2,7.0,41
P02259,955.0,31.0,spring,2,870.0,clothing,1,24.0,14
P02260,787.0,211.0,summer,0,680.0,clothing,1,14.0,44
P02261,357.0,251.0,summer,0,255.0,electronics,0,29.0,84
P02262,687.0,112.0,spring,2,631.0,clothing,1,21.0,26
P02263,522.0,237.0,spring,2,355.0,clothing,1,24.0,45
P02264,808.0,297.0,spring,2,396.0,accessories,2,3.0,39
P02265,579.0,48.0,fall,3,828.0,home,3,18.0,26
P02266,300.0,96.0,spring,2,238.0,accessories,2,2.0,42
P02267,692.0,28.0,fall,3,465.0,electronics,0,7.0,3
P02268,842.0,43.0,winter,1,160.0,electronics,0,1.0,16
P02269,812.0,34.0,winter,1,198.0,home,3,27.0,6
P02270,217.0,183.0,summer,0,722.0,clothing,1,21.0,162
P02271,652.0,32.0,summer,0,320.0,electronics,0,24.0,4
P02272,680.0,191.0,fall,3,292.0,home,3,30.0,24
P02273,792.0,219.0,summer,0,356.0,accessories,2,24.0,23
P02274,595.0,95.0,winter,1,612.0,accessories,2,7.0,32
P02275,477.0,183.0,fall,3,658.0,accessories,2,7.0,105
P02276,563.0,80.0,fall,3,350.0,clothing,1,16.0,15
P02277,529.0,264.0,spring,2,154.0,clothing,1,15.0,58
P02278,839.0,174.0,fall,3,360.0,home,3,15.0,18
P02279,542.0,276.0,summer,0,178.0,electronics,0,15.0,49
P02280,653.0,263.0,winter,1,339.0,accessories,2,26.0,48
P02281,799.0,181.0,summer,0,337.0,clothing,1,6.0,17
P02282,923.0,87.0,winter,1,916.0,clothing,1,29.0,13
P02283,853.0,296.0,spring,2,299.0,electronics,0,14.0,41
P02284,263.0,180.0,winter,1,674.0,accessories,2,16.0,155
P02285,274.0,278.0,spring,2,515.0,accessories,2,24.0,231
P02286,909.0,114.0,summer,0,306.0,electronics,0,2.0,13
P02287,341.0,265.0,spring,2,229.0,home,3,0.0,60
P02288,803.0,240.0,fall,3,422.0,home,3,7.0,19
P02289,671.0,142.0,fall,3,809.0,electronics,0,6.0,56
P02290,615.0,206.0,winter,1,867.0,electronics,0,17.0,95
P02291,503.0,281.0,summer,0,775.0,home,3,29.0,167
P02292,934.0,292.0,summer,0,667.0,electronics,0,22.0,20
P02293,695.0,79.0,winter,1,939.0,accessories,2,4.0,27
P02294,489.0,144.0,fall,3,381.0,home,3,14.0,45
P02295,300.0,70.0,spring,2,798.0,home,3,6.0,48
P02296,465.0,197.0,winter,1,309.0,home,3,9.0,42
P02297,820.0,158.0,spring,2,493.0,accessories,2,15.0,26
P02298,975.0,189.0,spring,2,438.0,electronics,0,27.0,15
P02299,201.0,58.0,summer,0,354.0,clothing,1,22.0,54
P02300,283.0,88.0,fall,3,454.0,clothing,1,1.0,60
P02301,992.0,255.0,spring,2,509.0,accessories,2,17.0,11
P02302,526.0,67.0,fall,3,819.0,accessories,2,14.0,34
P02303,648.0,76.0,summer,0,549.0,electronics,0,22.0,26
P02304,652.0,296.0,winter,1,598.0,clothing,1,18.0,89
P02305,827.0,118.0,winter,1,255.0,home,3,19.0,12
P02306,419.0,34.0,summer,0,231.0,accessories,2,30.0,6
P02307,352.0,198.0,summer,0,491.0,clothing,1,13.0,121
P02308,863.0,81.0,spring,2,931.0,home,3,22.0,25
P02309,210.0,138.0,summer,0,570.0,home,3,29.0,129
P02310,331.0,56.0,winter,1,198.0,electronics,0,1.0,11
P02311,502.0,153.0,fall,3,355.0,accessories,2,28.0,40
P02312,491.0,45.0,fall,3,367.0,home,3,17.0,10
P02313,498.0,27.0,fall,3,825.0,accessories,2,8.0,17
P02314,938.0,23.0,fall,3,585.0,clothing,1,26.0,1
P02315,981.0,40.0,summer,0,940.0,clothing,1,0.0,5
P02316,241.0,168.0,summer,0,471.0,accessories,2,15.0,143
P02317,541.0,44.0,fall,3,380.0,home,3,11.0,19
P02318,524.0,162.0,summer,0,860.0,home,3,11.0,99
P02319,696.0,264.0,spring,2,636.0,clothing,1,18.0,77
P02320,562.0,62.0,summer,0,578.0,home,3,9.0,23
P02321,625.0,204.0,spring,2,875.0,home,3,19.0,96
P02322,219.0,61.0,spring,2,433.0,clothing,1,4.0,55
P02323,605.0,111.0,summer,0,635.0,electronics,0,30.0,42
P02324,817.0,72.0,fall,3,425.0,clothing,1,2.0,1
P02325,534.0,103.0,spring,2,582.0,accessories,2,8.0,33
P02326,315.0,53.0,summer,0,334.0,electronics,0,20.0,30
P02327,322.0,95.0,winter,1,871.0,accessories,2,22.0,75
P02328,597.0,216.0,fall,3,782.0,electronics,0,14.0,93
P02329,991.0,107.0,winter,1,365.0,electronics,0,13.0,3
P02330,913.0,254.0,spring,2,246.0,clothing,1,10.0,17
P02331,249.0,251.0,winter,1,268.0,clothing,1,12.0,154
P02332,981.0,26.0,summer,0,514.0,accessories,2,6.0,1
P02333,522.0,57.0,fall,3,943.0,clothing,1,26.0,38
P02334,987.0,71.0,spring,2,552.0,electronics,0,24.0,3
P02335,339.0,162.0,summer,0,767.0,clothing,1,1.0,124
P02336,668.0,240.0,fall,3,546.0,accessories,2,2.0,57
P02337,985.0,259.0,spring,2,607.0,electronics,0,19.0,8
P02338,532.0,162.0,spring,2,467.0,accessories,2,7.0,44
P02339,571.0,68.0,spring,2,531.0,home,3,0.0,16
P02340,762.0,296.0,spring,2,291.0,clothing,1,24.0,42
P02341,692.0,290.0,winter,1,606.0,electronics,0,20.0,69
P02342,737.0,33.0,winter,1,650.0,accessories,2,3.0,8
P02343,867.0,34.0,winter,1,472.0,clothing,1,12.0,7
P02344,949.0,253.0,spring,2,417.0,clothing,1,23.0,17
P02345,354.0,82.0,winter,1,636.0,accessories,2,13.0,55
P02346,489.0,215.0,fall,3,828.0,electronics,0,8.0,114
P02347,846.0,46.0,spring,2,309.0,accessories,2,2.0,12
P02348,342.0,112.0,fall,3,892.0,clothing,1,13.0,94
P02349,304.0,124.0,fall,3,163.0,accessories,2,3.0,37
P02350,618.0,71.0,winter,1,854.0,home,3,16.0,30
P02351,868.0,200.0,spring,2,304.0,clothing,1,14.0,19
P02352,856.0,76.0,winter,1,250.0,electronics,0,11.0,11
P02353,200.0,139.0,winter,1,721.0,home,3,13.0,124
P02354,787.0,62.0,winter,1,192.0,accessories,2,18.0,1
P02355,842.0,154.0,spring,2,342.0,electronics,0,9.0,21
